"werr","wanzw","wm2","wanzr","wheiz","wrecht","wkges","wvertr","wfrist","bhhgr","dseitz","dstd","kjahr","xanzkind","xminalt","balt5","bsex","bfst","xbstaat","xbgeblan","xhatlevel","xeinw","xlfi","xpatch","xurb","xnuts1","xnuts2"
7,2,5,7,2,1,1,NA,-3,3,220,65,29,1,13,7,1,2,1,1,32,1,1,2,3,3,31
7,2,5,7,2,1,1,NA,-3,3,38,20,25,1,13,6,2,2,1,2,32,1,1,2,3,3,31
7,2,5,7,2,1,1,NA,-3,3,-3,-3,-3,1,13,0,1,1,1,1,999,1,3,2,3,3,31
2,1,3,4,5,5,2,NA,-3,3,23,30,28,2,6,7,2,1,1,1,32,2,1,2,2,3,31
2,1,3,4,5,5,2,NA,-3,3,35,40,7,2,6,3,1,1,1,1,32,2,1,2,2,3,31
2,1,3,4,5,5,2,NA,-3,3,-3,-3,-3,2,6,0,1,1,1,1,999,2,3,2,2,3,31
4,2,3,3,2,6,1,NA,-3,1,-3,-3,52,-3,-3,11,1,3,1,1,32,2,3,-3,3,3,33
6,4,3,4,3,2,3,NA,-3,1,-3,-3,30,-3,-3,10,2,1,1,1,32,3,3,-3,2,1,12
8,1,4,6,2,1,1,NA,-3,4,152,39,20,2,4,5,1,2,1,1,32,2,1,2,3,3,33
8,1,4,6,2,1,1,NA,-3,4,-3,-3,17,2,4,5,2,2,1,1,32,2,3,2,3,3,33
8,1,4,6,2,1,1,NA,-3,4,-3,-3,-3,2,4,0,1,1,1,1,999,2,3,2,3,3,33
8,1,4,6,2,1,1,NA,-3,4,-3,-3,-3,2,4,0,1,1,1,1,999,2,3,2,3,3,33
5,1,2,4,1,4,2,NA,-3,3,-3,-3,44,1,24,10,1,4,1,1,32,2,3,-3,2,3,31
5,1,2,4,1,4,2,NA,-3,3,-3,-3,55,1,24,11,2,4,3,3,21,2,3,-3,2,3,31
5,1,2,4,1,4,2,NA,-3,3,-3,-3,24,1,24,6,1,1,3,3,41,2,3,-3,2,3,31
5,1,2,3,5,1,1,NA,-3,2,-3,-3,57,0,25,14,1,2,1,1,51,1,3,-3,3,3,33
5,1,2,3,5,1,1,NA,-3,2,-3,-3,60,0,25,12,2,2,1,2,21,1,3,-3,3,3,33
5,1,5,10,2,1,1,NA,-3,3,185,60,21,1,24,7,1,1,1,1,32,2,1,-3,3,3,32
5,1,5,10,2,1,1,NA,-3,3,-3,-3,44,1,24,13,1,2,1,1,32,2,3,-3,3,3,32
5,1,5,10,2,1,1,NA,-3,3,-3,-3,59,1,24,12,2,2,1,1,21,2,3,-3,3,3,32
4,3,3,4,2,3,5,4,1,4,73,40,22,2,0,8,1,2,1,1,52,4,1,2,1,1,13
4,3,3,4,2,3,5,4,1,4,30,8,12,2,0,5,2,2,1,1,52,4,1,2,1,1,13
4,3,3,4,2,3,5,4,1,4,-3,-3,-3,2,0,0,1,1,1,1,999,4,3,2,1,1,13
4,3,3,4,2,3,5,4,1,4,-3,-3,-3,2,0,0,1,1,1,1,999,4,3,2,1,1,13
1,4,3,4,2,3,6,11,2,1,-3,-3,54,-3,-3,12,2,3,1,2,32,4,3,-3,1,3,33
4,4,2,3,1,3,3,42,2,1,-3,-3,49,-3,-3,10,2,3,1,1,21,3,3,-3,3,2,22
8,2,4,3,3,1,1,NA,-3,2,92,50,17,0,25,5,1,1,1,1,52,4,1,-3,1,1,13
8,2,4,3,3,1,1,NA,-3,2,159,50,15,0,25,6,2,1,2,2,52,4,1,-3,1,1,13
1,2,2,3,5,3,3,9,1,2,-3,-3,55,0,25,11,2,2,1,1,21,3,3,-3,2,3,34
1,2,2,3,5,3,3,9,1,2,-3,-3,54,0,25,12,1,2,1,1,32,3,3,-3,2,3,34
3,3,2,4,1,3,3,26,2,2,-3,-3,49,0,25,13,1,2,1,1,32,2,3,-3,3,2,22
3,3,2,4,1,3,3,26,2,2,-3,-3,54,0,25,12,2,2,1,1,32,2,3,-3,3,2,22
7,1,3,4,2,1,1,NA,-3,2,205,55,34,0,25,8,1,4,1,1,32,1,1,-3,3,3,31
7,1,3,4,2,1,1,NA,-3,2,159,45,26,0,25,6,2,4,1,1,32,1,1,-3,3,3,31
5,4,2,2,2,2,1,NA,-3,1,-3,-3,58,-3,-3,13,2,1,1,1,41,1,3,-3,1,3,34
3,2,3,5,2,1,1,NA,-3,1,-3,-3,59,-3,-3,12,2,3,1,1,32,2,3,-3,3,1,11
3,1,5,8,2,1,1,NA,-3,2,94,40,9,0,25,4,1,2,2,2,52,2,1,-3,2,3,33
3,1,5,8,2,1,1,NA,-3,2,37,50,6,0,25,3,2,2,1,1,52,2,1,-3,2,3,33
5,2,3,5,2,6,1,NA,-3,4,117,40,14,2,0,4,1,1,1,1,41,1,1,2,3,2,21
5,2,3,5,2,6,1,NA,-3,4,126,40,11,2,0,4,2,1,1,1,41,1,1,2,3,2,21
5,2,3,5,2,6,1,NA,-3,4,-3,-3,-3,2,0,0,2,1,1,1,999,1,3,2,3,2,21
5,2,3,5,2,6,1,NA,-3,4,-3,-3,-3,2,0,0,2,1,1,1,999,1,3,2,3,2,21
5,2,3,4,2,6,1,NA,-3,2,-3,-3,58,0,25,12,2,2,1,1,21,2,3,-3,2,3,32
5,2,3,4,2,6,1,NA,-3,2,-3,-3,49,0,25,12,1,2,1,1,51,2,3,-3,2,3,32
5,1,3,5,2,1,1,NA,-3,2,-3,-3,65,0,25,13,1,2,1,1,21,1,3,-3,2,2,22
5,1,3,5,2,1,1,NA,-3,2,-3,-3,57,0,25,12,2,2,1,1,21,1,3,-3,2,2,22
4,2,2,3,2,1,1,NA,-3,2,-3,-3,54,0,25,12,2,3,1,1,32,3,3,-3,2,3,34
4,2,2,3,2,1,1,NA,-3,2,-3,-3,62,0,25,13,1,3,1,1,21,3,3,-3,2,3,34
5,2,3,4,2,1,1,NA,-3,4,-3,-3,32,2,17,8,2,2,1,1,32,1,3,2,3,3,33
5,2,3,4,2,1,1,NA,-3,4,-3,-3,30,2,17,7,1,2,1,1,32,1,3,2,3,3,33
5,2,3,4,2,1,1,NA,-3,4,1,40,1,2,17,1,1,1,1,1,41,1,1,2,3,3,33
5,2,3,4,2,1,1,NA,-3,4,6,40,2,2,17,1,2,1,1,1,21,1,1,2,3,3,33
2,5,2,3,1,3,2,8,2,1,-3,-3,46,-3,-3,10,2,3,1,1,21,4,3,-3,1,1,13
4,2,2,3,2,1,1,NA,-3,2,-3,-3,64,0,25,14,1,2,1,1,32,2,3,-3,3,3,33
4,2,2,3,2,1,1,NA,-3,2,-3,-3,62,0,25,13,2,2,1,1,32,2,3,-3,3,3,33
5,1,3,5,2,1,1,NA,-3,3,-3,-3,45,1,18,10,1,2,1,1,32,1,3,2,3,1,12
5,1,3,5,2,1,1,NA,-3,3,131,25,36,1,18,8,2,2,1,1,32,1,1,2,3,1,12
5,1,3,5,2,1,1,NA,-3,3,-3,-3,3,1,18,1,2,1,1,1,21,1,3,2,3,1,12
4,5,1,2,1,3,2,0,1,2,-3,-3,19,0,25,5,1,2,4,4,32,4,3,-3,1,3,32
4,5,1,2,1,3,2,0,1,2,-3,-3,10,0,25,4,2,2,6,6,32,4,3,-3,1,3,32
6,4,1,2,1,3,1,3,2,2,3,15,17,-3,-3,4,1,1,1,1,21,4,1,-3,1,1,13
6,4,1,2,1,3,1,3,2,2,-3,-3,13,-3,-3,3,1,1,1,1,21,4,2,-3,1,1,13
2,1,2,5,2,1,1,NA,-3,1,-3,-3,69,-3,-3,14,1,3,1,1,21,3,3,-3,1,3,34
5,4,1,3,2,3,3,27,1,1,385,40,32,-3,-3,9,2,1,1,1,52,4,1,-3,1,3,32
7,4,2,3,1,2,1,NA,-3,1,221,40,28,-3,-3,7,2,1,1,1,41,4,1,-3,1,1,13
2,3,3,4,4,3,2,16,2,1,384,42,33,-3,-3,9,2,1,1,1,52,2,1,-3,3,2,22
8,1,3,3,2,3,3,8,2,1,94,40,14,-3,-3,4,2,1,1,1,32,2,1,-3,2,2,22
6,3,3,5,4,1,1,NA,-3,3,-3,-3,38,1,14,9,1,2,1,1,32,1,3,2,3,1,11
6,3,3,5,4,1,1,NA,-3,3,254,40,34,1,14,7,2,2,1,1,21,1,1,2,3,1,11
6,3,3,5,4,1,1,NA,-3,3,-3,-3,-3,1,14,0,1,1,1,1,999,1,3,2,3,1,11
4,3,2,4,2,1,1,NA,-3,1,8,25,33,-3,-3,8,2,1,1,1,32,3,1,-3,2,3,32
3,1,3,4,2,1,1,NA,-3,1,-3,-3,66,-3,-3,14,2,3,1,1,32,4,3,-3,1,1,13
8,1,5,6,2,6,1,NA,-3,4,97,46,15,2,23,5,1,1,1,1,52,2,1,-3,2,2,22
8,1,5,6,2,6,1,NA,-3,4,120,45,14,2,23,6,2,1,1,1,52,2,1,-3,2,2,22
8,1,5,6,2,6,1,NA,-3,4,-3,-3,49,2,23,11,1,2,1,1,32,2,3,-3,2,2,22
8,1,5,6,2,6,1,NA,-3,4,-3,-3,48,2,23,11,2,2,1,1,32,2,3,-3,2,2,22
7,3,3,4,2,3,4,2,2,4,-3,-3,12,2,1,3,2,2,1,1,32,1,3,1,2,3,32
7,3,3,4,2,3,4,2,2,4,21,38.5,6,2,1,2,1,2,1,1,32,1,1,1,2,3,32
7,3,3,4,2,3,4,2,2,4,-3,-3,-3,2,1,0,1,1,1,1,999,1,3,1,2,3,32
7,3,3,4,2,3,4,2,2,4,-3,-3,-3,2,1,0,1,1,1,1,999,1,3,1,2,3,32
5,4,2,3,2,3,3,5,2,4,-3,-3,50,-3,-3,10,2,3,5,5,21,4,3,-3,1,3,33
5,4,2,3,2,3,3,5,2,4,6,40,31,1,11,7,1,2,1,5,21,4,1,2,1,3,33
5,4,2,3,2,3,3,5,2,4,68,15,26,1,11,6,2,2,5,5,21,4,1,2,1,3,33
5,4,2,3,2,3,3,5,2,4,-3,-3,-3,1,11,0,1,1,1,1,999,4,3,2,1,3,33
7,1,5,7,2,1,1,NA,-3,2,267,30,42,0,25,9,2,2,1,2,32,3,1,-3,3,1,12
7,1,5,7,2,1,1,NA,-3,2,298,45,32,0,25,9,1,2,1,1,52,3,1,-3,3,1,12
2,2,4,5,2,1,1,NA,-3,2,-3,-3,57,0,25,15,1,2,1,1,51,3,3,-3,3,1,12
2,2,4,5,2,1,1,NA,-3,2,-3,-3,74,0,25,15,2,2,1,1,21,3,3,-3,3,1,12
2,3,2,2,2,3,1,35,2,2,474,40,40,0,25,9,1,2,1,1,32,4,1,-3,1,3,33
2,3,2,2,2,3,1,35,2,2,-3,-3,43,0,25,9,2,2,1,1,21,4,3,-3,1,3,33
3,1,4,5,5,1,1,NA,-3,2,359,38.5,37,0,25,8,1,2,1,1,21,3,1,-3,3,2,21
3,1,4,5,5,1,1,NA,-3,2,294,40,27,0,25,6,2,2,1,1,21,3,1,-3,3,2,21
5,5,3,4,1,3,3,1,2,3,2,20,27,1,2,6,2,2,1,4,32,3,1,2,1,2,21
5,5,3,4,1,3,3,1,2,3,42,40,20,1,2,4,1,2,4,4,21,3,1,2,1,2,21
5,5,3,4,1,3,3,1,2,3,-3,-3,-3,1,2,0,1,1,1,1,999,3,3,2,1,2,21
6,1,3,5,2,1,1,NA,-3,3,13,16.5,3,1,20,2,2,1,1,1,41,2,1,2,3,2,22
6,1,3,5,2,1,1,NA,-3,3,127,30,37,1,20,9,2,2,1,1,32,2,1,2,3,2,22
6,1,3,5,2,1,1,NA,-3,3,450,40,35,1,20,8,1,2,1,1,32,2,1,2,3,2,22
7,2,3,5,5,2,6,NA,-3,3,-3,-3,34,1,17,8,1,2,1,1,32,1,3,2,3,3,33
7,2,3,5,5,2,6,NA,-3,3,237,28,27,1,17,7,2,2,1,1,32,1,1,2,3,3,33
7,2,3,5,5,2,6,NA,-3,3,19,40,2,1,17,1,2,1,1,1,21,1,1,2,3,3,33
4,3,2,3,2,1,1,NA,-3,1,-3,-3,51,-3,-3,11,2,3,1,1,22,2,3,-3,3,3,33
4,1,4,8,2,1,1,NA,-3,4,130,46,8,2,5,4,1,2,1,1,51,2,1,2,3,1,12
4,1,4,8,2,1,1,NA,-3,4,-3,-3,10,2,5,3,2,2,1,1,32,2,2,2,3,1,12
4,1,4,8,2,1,1,NA,-3,4,-3,-3,-3,2,5,0,1,1,1,1,999,2,3,2,3,1,12
4,1,4,8,2,1,1,NA,-3,4,-3,-3,-3,2,5,0,2,1,1,1,999,2,3,2,3,1,12
6,4,2,3,1,3,2,5,2,1,17,40,5,-3,-3,3,1,1,1,1,41,2,1,-3,3,2,22
6,1,4,6,2,1,1,NA,-3,5,11,10,44,1,22,9,2,2,1,1,21,2,1,-3,3,3,33
6,1,4,6,2,1,1,NA,-3,5,421,80,43,1,22,10,1,2,1,1,32,2,1,-3,3,3,33
6,1,4,6,2,1,1,NA,-3,5,2,8,5,1,22,4,1,1,1,1,51,2,1,-3,3,3,33
6,1,4,6,2,1,1,NA,-3,5,148,30,13,1,4,4,2,1,1,1,32,2,1,2,3,3,33
6,1,4,6,2,1,1,NA,-3,5,-3,-3,-3,1,4,0,1,1,1,1,999,2,3,2,3,3,33
7,1,5,6,2,1,1,NA,-3,4,354,38.5,27,2,14,7,1,2,1,1,32,1,1,2,3,1,12
7,1,5,6,2,1,1,NA,-3,4,154,38.5,22,2,14,6,2,2,1,1,32,1,1,2,3,1,12
7,1,5,6,2,1,1,NA,-3,4,-3,-3,1,2,14,1,2,1,1,1,21,1,3,2,3,1,12
7,1,5,6,2,1,1,NA,-3,4,-3,-3,-3,2,14,0,1,1,1,1,999,1,3,2,3,1,12
8,3,2,3,3,2,1,NA,-3,1,-3,-3,48,-3,-3,11,2,4,1,1,32,3,3,-3,2,2,21
8,4,2,3,1,3,3,4,2,1,114,38.5,3,-3,-3,2,1,1,1,1,51,3,1,-3,1,2,21
4,4,2,3,1,3,2,4,2,1,-3,-3,49,-3,-3,11,1,2,1,1,32,2,3,-3,2,3,31
8,2,3,4,4,1,1,NA,-3,3,79,44,15,1,20,7,1,2,2,2,52,1,1,1,3,3,33
8,2,3,4,4,1,1,NA,-3,3,18,16,31,1,20,8,2,2,2,2,32,1,1,1,3,3,33
8,2,3,4,4,1,1,NA,-3,3,-3,-3,1,1,20,2,1,1,2,2,41,1,3,1,3,3,33
5,1,3,4,2,1,1,NA,-3,3,-3,-3,51,1,24,12,2,2,1,1,51,3,3,-3,2,2,21
5,1,3,4,2,1,1,NA,-3,3,-3,-3,42,1,24,12,1,2,1,1,51,3,3,-3,2,2,21
5,1,3,4,2,1,1,NA,-3,3,277,40,26,1,24,7,1,4,1,1,51,3,1,-3,2,2,21
8,3,2,2,2,3,3,3,1,2,288,38.5,29,1,18,6,1,4,1,1,21,3,1,2,2,3,33
8,3,2,2,2,3,3,3,1,2,5,38.5,4,1,18,1,1,1,1,1,21,3,1,2,2,3,33
4,3,3,3,2,1,1,NA,-3,1,273,40,17,-3,-3,7,2,4,1,1,22,2,1,-3,2,3,32
5,5,3,4,2,3,5,1,1,3,-3,-3,3,-3,-3,3,1,1,1,1,32,4,3,-3,1,1,13
5,5,3,4,2,3,5,1,1,3,4,4,4,-3,-3,2,1,1,1,1,32,4,1,-3,1,1,13
5,5,3,4,2,3,5,1,1,3,-3,-3,3,-3,-3,2,1,1,1,1,32,4,3,-3,1,1,13
4,4,1,1,2,2,1,NA,-3,1,37,60,9,-3,-3,5,1,1,2,2,52,1,1,-3,3,3,33
2,1,4,6,2,1,1,NA,-3,3,78,45,7,1,20,8,2,2,1,1,52,3,1,2,1,1,12
2,1,4,6,2,1,1,NA,-3,3,425,60,42,1,20,10,1,2,1,1,41,3,1,2,1,1,12
2,1,4,6,2,1,1,NA,-3,3,-3,-3,5,1,20,2,2,1,1,1,41,3,3,2,1,1,12
3,3,4,8,2,3,3,31,2,1,137,40,36,-3,-3,9,2,4,1,1,51,3,1,-3,2,3,31
1,1,3,5,2,1,1,NA,-3,1,-3,-3,33,-3,-3,7,2,3,1,1,32,1,3,-3,2,1,12
5,5,1,1,1,2,1,NA,-3,1,-3,-3,47,-3,-3,11,2,3,1,1,32,4,3,-3,1,3,32
4,4,2,5,3,3,4,8,1,4,-3,-3,45,-3,-3,10,2,2,5,5,32,4,3,-3,1,3,32
4,4,2,5,3,3,4,8,1,4,10,38.5,34,1,11,8,1,2,1,5,32,4,1,2,1,3,32
4,4,2,5,3,3,4,8,1,4,32,40,23,1,11,5,2,2,5,5,21,4,1,2,1,3,32
4,4,2,5,3,3,4,8,1,4,-3,-3,-3,1,11,0,1,1,5,5,999,4,3,2,1,3,32
5,3,3,4,1,2,2,NA,-3,3,-3,-3,61,1,24,13,2,2,1,1,21,3,3,-3,1,2,21
5,3,3,4,1,2,2,NA,-3,3,-3,-3,50,1,24,12,1,2,1,1,51,3,3,-3,1,2,21
5,3,3,4,1,2,2,NA,-3,3,276,40,23,1,24,7,2,1,1,1,51,3,1,-3,1,2,21
5,1,4,8,2,1,1,NA,-3,5,-3,-3,44,0,25,10,1,2,1,1,32,2,3,-3,3,3,31
5,1,4,8,2,1,1,NA,-3,5,-3,-3,46,0,25,10,2,2,1,1,21,2,3,-3,3,3,31
5,1,4,8,2,1,1,NA,-3,5,102,38.5,3,1,0,5,1,1,1,1,52,2,1,2,3,3,31
5,1,4,8,2,1,1,NA,-3,5,126,40,5,1,0,4,2,1,1,1,52,2,1,2,3,3,31
5,1,4,8,2,1,1,NA,-3,5,-3,-3,-3,1,0,0,1,1,1,1,999,2,3,2,3,3,31
7,1,3,3,3,1,1,NA,-3,2,108,38.5,13,0,25,4,2,2,1,1,32,2,1,-3,2,1,12
7,1,3,3,3,1,1,NA,-3,2,60,38.5,13,0,25,4,1,2,1,2,32,2,1,-3,2,1,12
1,2,3,3,2,1,1,NA,-3,1,11,28,33,-3,-3,8,2,1,1,1,51,2,1,-3,3,3,31
3,3,4,5,2,2,2,NA,-3,4,233,40,30,2,20,8,2,2,1,1,52,3,1,2,2,1,12
3,3,4,5,2,2,2,NA,-3,4,83,40,28,2,20,8,1,2,1,1,52,3,1,2,2,1,12
3,3,4,5,2,2,2,NA,-3,4,8,40,2,2,20,3,2,1,1,1,52,3,1,2,2,1,12
3,3,4,5,2,2,2,NA,-3,4,11,8,5,2,20,2,2,1,1,1,32,3,1,2,2,1,12
8,5,4,4,1,2,1,NA,-3,2,-3,-3,41,0,25,10,2,2,1,1,51,4,3,-3,1,1,13
8,5,4,4,1,2,1,NA,-3,2,-3,-3,39,0,25,11,1,2,1,1,32,4,3,-3,1,1,13
7,1,4,7,2,1,1,NA,-3,2,-3,-3,45,1,23,12,2,2,1,1,32,2,3,-3,2,2,22
7,1,4,7,2,1,1,NA,-3,2,-3,-3,19,1,23,5,1,4,1,1,32,2,3,-3,2,2,22
8,1,3,4,1,1,1,NA,-3,3,105,40,11,1,0,3,1,1,1,1,32,2,1,2,3,1,12
8,1,3,4,1,1,1,NA,-3,3,93,40,14,1,0,5,2,1,1,1,32,2,1,2,3,1,12
8,1,3,4,1,1,1,NA,-3,3,-3,-3,-3,1,0,0,2,1,1,1,999,2,3,2,3,1,12
2,2,3,6,2,1,1,NA,-3,3,6,40,28,1,20,8,1,2,1,1,52,4,1,2,1,1,13
2,2,3,6,2,1,1,NA,-3,3,325,40,27,1,20,7,2,2,1,1,51,4,1,2,1,1,13
2,2,3,6,2,1,1,NA,-3,3,-3,-3,3,1,20,2,2,1,1,1,32,4,3,2,1,1,13
7,1,4,7,2,1,1,NA,-3,5,310,65,31,3,17,7,1,2,1,1,32,1,1,2,3,3,34
7,1,4,7,2,1,1,NA,-3,5,122,18,2,3,17,7,2,2,1,1,32,1,1,2,3,3,34
7,1,4,7,2,1,1,NA,-3,5,67,40,3,3,17,2,1,1,1,1,32,1,1,2,3,3,34
7,1,4,7,2,1,1,NA,-3,5,-3,-3,3,3,17,1,2,1,1,1,32,1,3,2,3,3,34
7,1,4,7,2,1,1,NA,-3,5,-3,-3,3,3,17,1,1,1,1,1,21,1,3,2,3,3,34
4,5,3,5,1,3,3,43,2,2,-3,-3,57,0,25,14,1,2,1,1,60,4,3,-3,1,1,13
4,5,3,5,1,3,3,43,2,2,-3,-3,58,0,25,12,2,2,1,1,32,4,3,-3,1,1,13
4,1,4,7,2,1,1,NA,-3,2,-3,-3,66,0,25,15,1,2,6,6,60,1,3,-3,3,1,11
4,1,4,7,2,1,1,NA,-3,2,-3,-3,52,0,25,12,2,2,1,1,41,1,3,-3,3,1,11
1,5,2,3,5,5,2,NA,-3,1,-3,-3,23,-3,-3,6,1,4,7,7,32,4,2,-3,1,1,13
1,3,2,2,1,3,4,17,2,2,90,70,21,0,25,7,1,2,6,6,60,4,1,-3,1,3,32
1,3,2,2,1,3,4,17,2,2,246,60,24,0,25,7,2,2,1,6,52,4,1,-3,1,3,32
6,4,3,5,2,3,3,9,2,2,239,40,37,1,20,8,2,4,1,1,32,4,1,2,1,1,13
6,4,3,5,2,3,3,9,2,2,4,38.5,3,1,20,2,1,1,1,1,41,4,1,2,1,1,13
3,3,2,4,2,2,1,NA,-3,4,160,60,22,2,11,6,1,2,4,4,32,3,1,2,2,1,12
3,3,2,4,2,2,1,NA,-3,4,160,20,21,2,11,5,2,2,4,4,41,3,1,2,2,1,12
3,3,2,4,2,2,1,NA,-3,4,-3,-3,1,2,11,1,1,1,4,1,21,3,3,2,2,1,12
3,3,2,4,2,2,1,NA,-3,4,-3,-3,-3,2,11,0,2,1,4,1,999,3,3,2,2,1,12
5,3,2,1,2,2,1,NA,-3,1,226,40,27,-3,-3,7,2,1,1,1,41,3,1,-3,1,2,21
5,1,6,9,2,1,1,NA,-3,4,462,60,46,3,22,10,2,3,1,1,32,1,1,-3,3,3,31
5,1,6,9,2,1,1,NA,-3,4,59,40,18,3,22,5,1,1,1,1,32,1,1,-3,3,3,31
5,1,6,9,2,1,1,NA,-3,4,82,38.5,18,3,22,5,1,1,1,1,32,1,1,-3,3,3,31
5,1,6,9,2,1,1,NA,-3,4,59,38.5,16,3,22,4,1,1,1,1,32,1,1,-3,3,3,31
7,4,2,2,1,3,2,1,2,1,1,38.5,3,-3,-3,2,2,1,1,1,22,4,1,-3,1,3,31
7,1,2,3,5,1,1,NA,-3,2,2,40,25,0,25,5,1,2,1,1,21,2,1,-3,2,3,31
7,1,2,3,5,1,1,NA,-3,2,3,20,23,0,25,5,2,2,1,1,32,2,1,-3,2,3,31
2,2,4,6,4,1,1,NA,-3,1,-3,-3,74,-3,-3,15,2,3,1,1,21,3,3,-3,1,2,21
7,2,3,3,2,3,3,2,2,3,8,40,13,1,0,4,1,2,1,1,32,1,1,2,2,3,31
7,2,3,3,2,3,3,2,2,3,46,40,6,1,0,2,2,2,1,6,32,1,1,2,2,3,31
7,2,3,3,2,3,3,2,2,3,-3,-3,-3,1,0,0,1,1,1,1,999,1,3,2,2,3,31
4,1,3,5,2,1,1,NA,-3,4,-3,-3,54,-3,-3,11,1,4,1,1,21,2,3,-3,3,1,12
4,1,3,5,2,1,1,NA,-3,4,106,50,26,1,16,6,1,2,1,1,32,2,1,2,3,1,12
4,1,3,5,2,1,1,NA,-3,4,-3,-3,25,1,16,6,2,1,1,1,32,2,3,2,3,1,12
4,1,3,5,2,1,1,NA,-3,4,-3,-3,3,1,16,1,2,1,1,1,21,2,3,2,3,1,12
7,4,4,3,2,3,4,20,2,5,6,38.5,4,3,9,1,1,1,5,1,21,3,1,2,1,3,34
7,4,4,3,2,3,4,20,2,5,40,46.5,27,3,9,6,1,2,5,5,21,3,1,2,1,3,34
7,4,4,3,2,3,4,20,2,5,74,40,25,3,9,5,2,2,5,5,21,3,1,2,1,3,34
7,4,4,3,2,3,4,20,2,5,-3,-3,4,3,9,1,2,1,5,1,21,3,2,2,1,3,34
7,4,4,3,2,3,4,20,2,5,-3,-3,-3,3,9,0,2,1,5,1,999,3,3,2,1,3,34
1,5,2,3,2,2,2,NA,-3,3,-3,-3,28,1,1,7,1,2,1,2,32,4,3,2,1,1,13
1,5,2,3,2,2,2,NA,-3,3,78,50,14,1,1,4,2,2,3,3,32,4,1,2,1,1,13
1,5,2,3,2,2,2,NA,-3,3,-3,-3,-3,1,1,0,2,1,1,1,999,4,3,2,1,1,13
6,1,6,10,2,1,1,NA,-3,5,342,40,31,2,16,7,1,2,1,1,32,2,1,2,3,1,12
6,1,6,10,2,1,1,NA,-3,5,72,20,27,2,16,7,2,2,1,1,32,2,1,2,3,1,12
6,1,6,10,2,1,1,NA,-3,5,2,38.5,3,2,16,2,1,1,1,1,32,2,1,2,3,1,12
6,1,6,10,2,1,1,NA,-3,5,16,38.5,2,2,16,1,2,1,1,1,21,2,1,2,3,1,12
6,1,6,10,2,1,1,NA,-3,5,-3,-3,59,-3,-3,12,2,3,1,1,21,2,3,-3,3,1,12
1,3,2,3,5,2,1,NA,-3,2,104,25,9,0,25,4,2,2,1,1,32,3,1,-3,1,3,32
1,3,2,3,5,2,1,NA,-3,2,8,40,3,0,25,4,1,2,4,4,51,3,1,-3,1,3,32
4,4,2,4,1,3,1,48,2,2,-3,-3,64,1,24,14,2,3,1,1,32,2,3,-3,3,2,21
4,4,2,4,1,3,1,48,2,2,479,40,41,1,24,9,1,1,1,1,32,2,1,-3,3,2,21
2,4,2,3,2,3,4,1,2,1,-3,-3,34,-3,-3,8,2,4,1,1,32,3,2,-3,2,3,31
5,1,3,6,2,5,5,NA,-3,5,8,20,26,3,7,6,2,2,1,1,21,2,1,1,3,3,33
5,1,3,6,2,5,5,NA,-3,5,31,45,15,3,7,4,1,2,1,1,32,2,1,1,3,3,33
5,1,3,6,2,5,5,NA,-3,5,29,38.5,4,3,7,1,2,1,1,1,21,2,1,1,3,3,33
5,1,3,6,2,5,5,NA,-3,5,-3,-3,-3,3,7,0,2,1,1,1,999,2,3,1,3,3,33
5,1,3,6,2,5,5,NA,-3,5,-3,-3,-3,3,7,0,1,1,1,1,999,2,3,1,3,3,33
2,2,3,4,4,4,2,NA,-3,4,24,43,25,2,10,6,1,2,4,1,32,3,1,2,1,3,31
2,2,3,4,4,4,2,NA,-3,4,100,10,18,2,10,5,2,2,4,4,41,3,1,2,1,3,31
2,2,3,4,4,4,2,NA,-3,4,-3,-3,-3,2,10,0,2,1,4,1,999,3,3,2,1,3,31
2,2,3,4,4,4,2,NA,-3,4,-3,-3,-3,2,10,0,2,1,4,1,999,3,3,2,1,3,31
4,4,2,3,1,3,3,22,2,1,-3,-3,64,-3,-3,15,2,3,1,1,52,4,3,-3,1,1,13
1,3,2,2,5,3,1,15,2,4,331,38.5,25,2,0,6,1,2,1,1,32,4,1,2,1,3,33
1,3,2,2,5,3,1,15,2,4,174,10,15,2,0,5,2,2,1,1,51,4,1,2,1,3,33
1,3,2,2,5,3,1,15,2,4,-3,-3,-3,2,0,0,2,1,1,1,999,4,3,2,1,3,33
1,3,2,2,5,3,1,15,2,4,-3,-3,-3,2,0,0,2,1,1,1,999,4,3,2,1,3,33
3,2,2,3,2,6,1,NA,-3,1,-3,-3,3,-3,-3,2,2,1,1,1,32,1,3,-3,3,1,12
5,1,3,6,2,2,3,NA,-3,3,306,40,28,1,19,8,2,2,1,1,51,4,1,1,1,1,13
5,1,3,6,2,2,3,NA,-3,3,59,40,2,1,19,5,1,2,1,1,51,4,1,1,1,1,13
5,1,3,6,2,2,3,NA,-3,3,-3,-3,2,1,19,1,2,1,1,1,32,4,3,1,1,1,13
8,4,2,2,1,3,3,2,2,1,-3,-3,2,-3,-3,2,2,1,1,1,51,4,2,-3,1,1,13
6,1,4,7,2,1,1,NA,-3,2,450,40,39,0,25,9,2,2,1,1,32,1,1,-3,2,2,22
6,1,4,7,2,1,1,NA,-3,2,455,40,39,0,25,9,1,2,1,1,32,1,1,-3,2,2,22
