"werr","wanzw","wm2","wanzr","wheiz","wrecht","wkges","wvertr","wfrist","bhhgr","dseitz","dstd","kjahr","xanzkind","xminalt","balt5","bsex","bfst","xbstaat","xbgeblan","xhatlevel","xeinw","xlfi","xpatch","xurb","xnuts1","xnuts2"
6,1,3,9,2,1,1,NA,-3,3,139,80,32,1,21,9,1,2,1,3,52,2,1,2,2,1,11
6,1,3,9,2,1,1,NA,-3,3,139,10,32,1,21,9,2,2,1,3,52,2,1,2,2,1,11
6,1,3,9,2,1,1,NA,-3,3,-3,-3,6,1,21,3,1,1,1,1,41,2,3,2,2,1,11
4,4,2,3,1,2,1,NA,-3,1,-3,-3,44,-3,-3,10,2,4,1,1,32,3,3,-3,3,2,22
8,5,1,1,1,3,3,3,1,1,-3,-3,3,-3,-3,2,2,1,7,5,32,4,3,-3,1,1,13
3,2,3,2,2,6,1,NA,-3,1,-3,-3,71,-3,-3,14,2,3,1,1,21,1,3,-3,3,2,21
7,4,2,4,3,2,1,NA,-3,2,147,40,13,0,25,6,2,2,1,1,52,4,1,-3,1,2,22
7,4,2,4,3,2,1,NA,-3,2,55,40,11,0,25,5,1,2,1,1,52,4,1,-3,1,2,22
8,4,3,2,1,2,1,NA,-3,1,-3,-3,46,-3,-3,10,1,4,1,1,32,2,3,-3,2,3,34
6,1,4,6,1,1,1,NA,-3,3,306,42,29,1,20,8,1,2,1,1,51,2,1,2,1,3,34
6,1,4,6,1,1,1,NA,-3,3,175,35,29,1,20,7,2,2,1,1,41,2,1,2,1,3,34
6,1,4,6,1,1,1,NA,-3,3,-3,-3,2,1,20,2,2,1,1,1,52,2,3,2,1,3,34
7,1,4,5,2,1,1,NA,-3,4,5,20,2,2,16,2,2,1,1,1,41,2,1,2,2,2,22
7,1,4,5,2,1,1,NA,-3,4,25,40,33,2,16,8,1,1,1,1,32,2,1,2,2,2,22
7,1,4,5,2,1,1,NA,-3,4,357,40,30,2,16,7,2,1,1,1,32,2,1,2,2,2,22
7,1,4,5,2,1,1,NA,-3,4,-3,-3,2,2,16,1,2,1,1,1,21,2,3,2,2,2,22
8,1,4,5,2,1,1,NA,-3,4,30,40,15,2,1,4,2,2,1,1,41,2,1,2,3,3,33
8,1,4,5,2,1,1,NA,-3,4,202,45,5,2,1,4,1,2,1,1,52,2,1,2,3,3,33
8,1,4,5,2,1,1,NA,-3,4,-3,-3,-3,2,1,0,2,1,1,1,999,2,3,2,3,3,33
8,1,4,5,2,1,1,NA,-3,4,-3,-3,-3,2,1,0,2,1,1,1,999,2,3,2,3,3,33
5,4,3,5,2,3,3,34,2,2,-3,-3,36,0,25,8,1,2,1,1,32,2,3,-3,3,1,11
5,4,3,5,2,3,3,34,2,2,103,40,38,0,25,8,2,2,1,1,21,2,1,-3,3,1,11
5,5,3,4,1,3,3,11,2,1,-3,-3,24,-3,-3,7,1,2,6,6,52,4,3,-3,1,1,13
5,5,1,1,1,6,1,NA,-3,1,106,38.5,9,-3,-3,4,1,1,1,1,51,4,1,-3,1,3,32
7,1,4,6,2,1,1,NA,-3,5,28,38,33,3,20,8,2,2,1,1,32,1,1,2,3,3,34
7,1,4,6,2,1,1,NA,-3,5,15,45,33,3,20,7,1,2,1,1,32,1,1,2,3,3,34
7,1,4,6,2,1,1,NA,-3,5,49,38.5,5,3,20,3,1,1,1,1,32,1,1,2,3,3,34
7,1,4,6,2,1,1,NA,-3,5,72,40,2,3,20,3,1,1,1,1,51,1,1,2,3,3,34
7,1,4,6,2,1,1,NA,-3,5,33,40,4,3,20,2,2,1,1,1,32,1,1,2,3,3,34
6,1,4,6,2,1,1,NA,-3,4,272,20,24,2,19,8,2,2,1,1,52,4,1,2,1,1,13
6,1,4,6,2,1,1,NA,-3,4,272,60,22,2,19,8,1,2,1,1,60,4,1,2,1,1,13
6,1,4,6,2,1,1,NA,-3,4,-3,-3,4,2,19,2,1,1,1,1,41,4,3,2,1,1,13
6,1,4,6,2,1,1,NA,-3,4,0,40,1,2,19,1,2,1,1,1,32,4,1,2,1,1,13
1,1,3,4,4,1,1,NA,-3,1,-3,-3,39,-3,-3,9,2,3,1,1,41,1,3,-3,3,1,12
8,1,4,5,2,1,1,NA,-3,3,35,39,17,1,3,4,1,2,1,1,32,2,1,2,3,3,34
8,1,4,5,2,1,1,NA,-3,3,10,8,16,1,3,4,2,2,1,1,32,2,1,2,3,3,34
8,1,4,5,2,1,1,NA,-3,3,-3,-3,-3,1,3,0,1,1,1,1,999,2,3,2,3,3,34
5,2,3,5,2,1,1,NA,-3,2,224,34,8,1,10,6,2,4,1,1,52,2,1,2,3,2,21
5,2,3,5,2,1,1,NA,-3,2,-3,-3,-3,1,10,0,1,1,1,1,999,2,3,2,3,2,21
4,1,6,6,2,1,1,NA,-3,1,341,40,35,-3,-3,8,1,1,1,1,32,4,1,-3,1,2,22
4,1,5,6,2,1,1,NA,-3,2,-3,-3,64,0,25,13,1,2,1,1,21,2,3,-3,3,1,12
4,1,5,6,2,1,1,NA,-3,2,-3,-3,57,0,25,12,2,2,1,1,21,2,3,-3,3,1,12
5,5,2,3,1,2,1,NA,-3,2,-3,-3,50,0,25,10,1,2,1,1,21,2,3,-3,2,1,12
5,5,2,3,1,2,1,NA,-3,2,-3,-3,40,0,25,10,2,2,1,1,32,2,3,-3,2,1,12
1,3,1,2,4,3,1,22,2,1,167,37,17,-3,-3,6,1,2,1,1,52,4,1,-3,1,1,13
4,4,2,4,4,2,1,NA,-3,1,-3,-3,55,-3,-3,12,2,4,1,1,22,3,3,-3,2,1,12
8,1,5,6,2,1,1,NA,-3,4,152,50,13,2,4,4,1,2,1,1,32,2,1,2,2,3,31
8,1,5,6,2,1,1,NA,-3,4,29,20,12,2,4,4,2,2,1,1,32,2,1,2,2,3,31
8,1,5,6,2,1,1,NA,-3,4,-3,-3,-3,2,4,0,2,1,1,1,999,2,3,2,2,3,31
8,1,5,6,2,1,1,NA,-3,4,-3,-3,-3,2,4,0,1,1,1,1,999,2,3,2,2,3,31
3,4,2,3,2,2,1,NA,-3,2,-3,-3,3,0,25,3,1,1,1,1,32,4,3,-3,1,1,13
3,4,2,3,2,2,1,NA,-3,2,50,40,5,0,25,4,2,1,1,7,32,4,1,-3,1,1,13
8,5,2,3,1,3,3,9,2,1,387,30,36,-3,-3,9,2,4,1,1,52,4,1,-3,1,1,13
6,4,3,3,2,2,1,NA,-3,3,45,38.5,37,1,20,9,1,2,1,1,32,3,1,2,3,3,33
6,4,3,3,2,2,1,NA,-3,3,177,7.5,38,1,20,9,2,2,1,1,32,3,1,2,3,3,33
6,4,3,3,2,2,1,NA,-3,3,-3,-3,0,1,20,2,2,1,1,1,51,3,2,2,3,3,33
2,2,2,2,2,6,1,NA,-3,2,-3,-3,65,0,25,13,1,2,1,1,21,1,3,-3,3,1,12
2,2,2,2,2,6,1,NA,-3,2,-3,-3,64,0,25,13,2,2,1,1,21,1,3,-3,3,1,12
1,3,3,4,2,1,1,NA,-3,1,-3,-3,47,-3,-3,10,2,3,1,1,21,3,3,-3,1,3,34
7,1,4,7,2,1,1,NA,-3,3,310,40,25,1,20,7,1,2,1,1,52,2,1,2,3,3,32
7,1,4,7,2,1,1,NA,-3,3,251,38,30,1,20,7,2,2,1,1,32,2,1,2,3,3,32
7,1,4,7,2,1,1,NA,-3,3,44,38.5,5,1,20,2,1,1,1,1,32,2,1,2,3,3,32
3,3,2,3,2,3,2,27,2,1,21,55,9,-3,-3,3,1,1,1,1,32,1,1,-3,3,2,22
4,5,2,3,1,2,1,NA,-3,4,4,40,16,2,0,4,1,2,4,4,32,3,1,2,3,2,22
4,5,2,3,1,2,1,NA,-3,4,71,40,6,2,0,3,2,2,1,4,32,3,1,2,3,2,22
4,5,2,3,1,2,1,NA,-3,4,-3,-3,-3,2,0,0,1,1,1,1,999,3,3,2,3,2,22
4,5,2,3,1,2,1,NA,-3,4,-3,-3,-3,2,0,0,1,1,1,1,999,3,3,2,3,2,22
2,1,3,4,2,1,1,NA,-3,2,-3,-3,60,0,25,12,2,2,1,1,21,2,3,-3,2,1,11
2,1,3,4,2,1,1,NA,-3,2,-3,-3,55,0,25,12,1,2,1,1,32,2,3,-3,2,1,11
7,4,3,4,2,3,4,1,2,3,24,40,11,2,6,6,2,2,1,1,60,2,1,2,3,2,22
7,4,3,4,2,3,4,1,2,3,-3,-3,-3,2,6,0,1,1,1,1,999,2,3,2,3,2,22
7,4,3,4,2,3,4,1,2,3,-3,-3,-3,2,6,0,1,1,1,1,999,2,3,2,3,2,22
8,3,2,2,1,3,3,3,2,1,16,40,7,-3,-3,3,1,1,1,1,32,2,1,-3,2,2,22
4,1,3,6,1,1,1,NA,-3,2,-3,-3,75,-3,-3,15,2,3,1,1,21,1,3,-3,3,1,11
4,1,3,6,1,1,1,NA,-3,2,-3,-3,46,-3,-3,10,2,3,1,1,21,1,3,-3,3,1,11
1,2,3,7,2,1,1,NA,-3,3,-3,-3,33,2,15,8,2,1,1,1,32,2,3,2,2,2,22
1,2,3,7,2,1,1,NA,-3,3,27,40,3,2,15,1,1,1,1,1,21,2,1,2,2,2,22
1,2,3,7,2,1,1,NA,-3,3,-3,-3,0,2,15,1,2,1,1,1,21,2,3,2,2,2,22
7,3,2,3,2,3,3,4,2,1,-3,-3,67,-3,-3,14,2,3,1,1,21,2,3,-3,3,1,12
7,1,4,5,2,1,1,NA,-3,3,95,42,2,1,5,7,1,2,1,1,52,3,1,2,1,3,31
7,1,4,5,2,1,1,NA,-3,3,154,20,23,1,5,6,2,2,1,1,32,3,1,2,1,3,31
7,1,4,5,2,1,1,NA,-3,3,-3,-3,-3,1,5,0,1,1,1,1,999,3,3,2,1,3,31
7,2,2,4,2,1,1,NA,-3,3,-3,-3,53,1,22,12,1,2,1,1,32,2,3,-3,2,3,31
7,2,2,4,2,1,1,NA,-3,3,-3,-3,54,1,22,11,2,2,1,1,21,2,3,-3,2,3,31
7,2,2,4,2,1,1,NA,-3,3,5,40,14,1,22,4,1,1,1,1,32,2,1,-3,2,3,31
3,1,3,3,5,6,1,NA,-3,2,-3,-3,53,0,25,12,1,2,1,1,22,1,3,-3,3,3,32
3,1,3,3,5,6,1,NA,-3,2,-3,-3,55,0,25,11,2,2,1,1,21,1,3,-3,3,3,32
1,1,4,8,5,1,1,NA,-3,1,-3,-3,42,-3,-3,9,1,1,1,1,21,2,3,-3,3,2,21
8,3,3,3,1,2,2,NA,-3,2,372,44,28,0,25,7,1,2,1,5,32,4,1,-3,1,1,13
8,3,3,3,1,2,2,NA,-3,2,184,50,26,0,25,6,2,2,1,1,32,4,1,-3,1,1,13
6,1,3,3,2,6,1,NA,-3,1,-3,-3,66,-3,-3,14,2,3,1,1,21,2,3,-3,3,2,22
6,2,2,4,2,6,1,NA,-3,2,208,45,22,0,25,6,2,1,1,1,32,1,1,-3,3,3,31
6,2,2,4,2,6,1,NA,-3,2,70,45,20,0,25,5,1,1,1,1,32,1,1,-3,3,3,31
5,5,3,4,2,2,2,NA,-3,2,13,38.5,17,1,6,5,2,2,1,6,51,3,1,2,3,3,33
5,5,3,4,2,2,2,NA,-3,2,-3,-3,-3,1,6,0,1,1,1,1,999,3,3,2,3,3,33
3,5,4,4,1,3,4,5,2,9,-3,-3,28,6,7,7,1,2,1,6,32,4,2,2,1,1,13
3,5,4,4,1,3,4,5,2,9,-3,-3,27,6,7,6,2,2,6,6,21,4,3,2,1,1,13
3,5,4,4,1,3,4,5,2,9,-3,-3,5,6,7,2,1,1,1,6,21,4,2,2,1,1,13
3,5,4,4,1,3,4,5,2,9,-3,-3,4,6,7,1,1,1,1,6,21,4,3,2,1,1,13
3,5,4,4,1,3,4,5,2,9,-3,-3,11,6,7,3,2,1,6,6,11,4,3,2,1,1,13
3,5,4,4,1,3,4,5,2,9,-3,-3,9,6,7,3,2,1,6,6,11,4,3,2,1,1,13
3,5,4,4,1,3,4,5,2,9,-3,-3,3,6,7,1,1,1,1,6,11,4,3,2,1,1,13
3,5,4,4,1,3,4,5,2,9,-3,-3,-3,6,7,0,1,1,1,1,999,4,3,2,1,1,13
3,5,4,4,1,3,4,5,2,9,-3,-3,3,-3,-3,2,1,2,6,6,32,4,3,-3,1,1,13
3,1,4,5,1,1,1,NA,-3,2,209,40,37,0,25,9,1,2,1,1,32,2,1,-3,2,1,12
3,1,4,5,1,1,1,NA,-3,2,376,33,35,0,25,8,2,2,1,1,32,2,1,-3,2,1,12
1,2,4,5,2,1,1,NA,-3,2,-3,-3,40,0,25,11,1,2,1,1,41,2,3,-3,3,2,21
1,2,4,5,2,1,1,NA,-3,2,90,60,33,0,25,8,2,2,1,1,41,2,1,-3,3,2,21
4,3,1,3,2,3,1,1,1,1,5,40,21,-3,-3,6,1,4,1,1,32,1,1,-3,3,1,11
6,5,3,4,2,3,3,6,1,4,0,30,19,3,3,4,2,4,1,1,21,4,1,2,1,3,33
6,5,3,4,2,3,3,6,1,4,-3,-3,-3,3,3,0,2,1,1,1,999,4,3,2,1,3,33
6,5,3,4,2,3,3,6,1,4,-3,-3,-3,3,3,0,2,1,1,1,999,4,3,2,1,3,33
6,5,3,4,2,3,3,6,1,4,-3,-3,-3,3,3,0,2,1,1,1,999,4,3,2,1,3,33
5,2,5,6,2,1,1,NA,-3,2,429,40,37,1,21,9,2,1,1,1,32,2,1,2,2,3,33
5,2,5,6,2,1,1,NA,-3,2,-3,-3,8,1,21,3,2,1,1,1,32,2,3,2,2,3,33
5,4,3,4,1,3,3,35,2,1,-3,-3,43,-3,-3,10,2,3,1,1,32,4,3,-3,1,1,13
7,5,2,2,1,3,3,7,2,1,3,40,11,-3,-3,3,2,1,1,1,32,4,1,-3,1,1,13
7,1,4,5,2,1,1,NA,-3,5,167,45,17,3,6,6,1,2,1,1,52,4,1,2,1,1,13
7,1,4,5,2,1,1,NA,-3,5,59,16,17,3,6,6,2,2,1,1,52,4,1,2,1,1,13
7,1,4,5,2,1,1,NA,-3,5,-3,-3,-3,3,6,0,2,1,1,1,999,4,3,2,1,1,13
7,1,4,5,2,1,1,NA,-3,5,-3,-3,-3,3,6,0,2,1,1,1,999,4,3,2,1,1,13
7,1,4,5,2,1,1,NA,-3,5,-3,-3,-3,3,6,0,1,1,1,1,999,4,3,2,1,1,13
1,1,5,6,2,1,1,NA,-3,2,-3,-3,37,0,25,10,1,2,1,1,32,2,3,-3,3,1,12
1,1,5,6,2,1,1,NA,-3,2,-3,-3,44,0,25,10,2,2,1,1,22,2,3,-3,3,1,12
1,3,3,3,1,3,4,14,2,2,-3,-3,54,0,25,12,1,2,2,3,32,2,3,-3,3,3,31
1,3,3,3,1,3,4,14,2,2,-3,-3,59,0,25,13,2,2,1,1,32,2,3,-3,3,3,31
1,3,4,6,2,3,6,3,1,3,40,80,29,2,16,8,1,4,1,1,52,3,1,2,1,1,12
1,3,4,6,2,3,6,3,1,3,36,40,3,2,16,1,2,1,1,1,21,3,1,2,1,1,12
1,3,4,6,2,3,6,3,1,3,12,40,1,2,16,1,1,1,1,1,21,3,1,2,1,1,12
8,3,3,3,2,3,2,2,2,1,33,45,3,-3,-3,3,2,1,1,1,51,2,1,-3,2,3,33
4,1,4,6,2,1,1,NA,-3,4,174,25,30,2,18,7,2,2,1,1,32,1,1,2,3,3,33
4,1,4,6,2,1,1,NA,-3,4,408,40,31,2,18,7,1,2,1,1,32,1,1,2,3,3,33
4,1,4,6,2,1,1,NA,-3,4,11,40,3,2,18,2,1,1,1,1,32,1,1,2,3,3,33
4,1,4,6,2,1,1,NA,-3,4,36,40,3,2,18,1,1,1,1,1,21,1,1,2,3,3,33
8,3,1,2,4,3,2,9,2,1,117,20,37,-3,-3,9,2,4,1,1,32,2,1,-3,2,1,11
2,1,4,5,2,1,1,NA,-3,2,204,40,32,-3,-3,8,1,1,1,2,32,2,1,-3,1,3,34
2,1,4,5,2,1,1,NA,-3,2,-3,-3,74,-3,-3,15,2,1,1,1,21,2,3,-3,1,3,34
5,3,2,4,6,3,2,22,2,3,-3,-3,50,1,21,10,1,2,5,5,21,3,3,2,2,3,34
5,3,2,4,6,3,2,22,2,3,-3,-3,46,1,21,10,2,2,5,5,21,3,3,2,2,3,34
5,3,2,4,6,3,2,22,2,3,6,69,11,1,21,3,1,1,5,1,21,3,1,2,2,3,34
1,3,3,4,3,5,4,NA,-3,2,382,30,32,1,21,9,2,3,1,1,51,4,1,2,1,2,22
1,3,3,4,3,5,4,NA,-3,2,0,20,8,1,21,3,2,1,1,1,32,4,1,2,1,2,22
3,1,3,5,2,1,1,NA,-3,2,-3,-3,65,0,25,14,1,2,1,1,32,2,3,-3,3,1,12
3,1,3,5,2,1,1,NA,-3,2,-3,-3,69,0,25,14,2,2,1,1,21,2,3,-3,3,1,12
4,4,3,4,2,3,4,0,1,2,6,55,14,0,25,4,1,1,1,1,32,2,1,-3,3,3,33
4,4,3,4,2,3,4,0,1,2,16,40,2,0,25,2,2,1,1,1,32,2,1,-3,3,3,33
1,5,2,3,3,3,1,12,2,4,111,38.5,29,0,25,8,1,2,4,4,32,4,1,-3,1,1,13
1,5,2,3,3,3,1,12,2,4,148,25,26,0,25,7,2,2,1,4,32,4,1,-3,1,1,13
1,5,2,3,3,3,1,12,2,4,-3,-3,-3,-3,-3,0,2,1,4,4,999,4,3,-3,1,1,13
1,5,2,3,3,3,1,12,2,4,-3,-3,-3,-3,-3,0,2,1,4,4,999,4,3,-3,1,1,13
1,1,4,5,3,1,1,NA,-3,2,-3,-3,64,-3,-3,14,2,1,1,3,32,4,3,-3,1,2,22
1,1,4,5,3,1,1,NA,-3,2,-3,-3,65,-3,-3,13,1,1,1,3,21,4,3,-3,1,2,22
6,2,3,4,2,1,1,NA,-3,2,-3,-3,25,0,25,8,2,2,1,1,32,3,3,-3,1,2,21
6,2,3,4,2,1,1,NA,-3,2,3,60,41,0,25,10,1,2,1,1,32,3,1,-3,1,2,21
8,1,4,5,2,1,1,NA,-3,2,-3,-3,43,0,25,10,1,2,1,1,32,2,3,-3,3,3,31
8,1,4,5,2,1,1,NA,-3,2,-3,-3,44,0,25,10,2,2,1,1,32,2,3,-3,3,3,31
5,4,3,5,1,3,3,11,2,3,187,38,34,1,13,7,2,2,1,6,21,4,1,2,1,1,13
5,4,3,5,1,3,3,11,2,3,89,40,24,1,13,6,1,2,1,1,41,4,1,2,1,1,13
5,4,3,5,1,3,3,11,2,3,-3,-3,-3,1,13,0,1,1,1,1,999,4,3,2,1,1,13
6,1,4,6,4,1,1,NA,-3,1,-3,-3,45,-3,-3,11,2,3,1,1,41,3,3,-3,2,2,21
4,1,6,7,1,1,1,NA,-3,5,247,30,63,0,25,13,1,2,1,1,21,1,1,-3,3,1,12
4,1,6,7,1,1,1,NA,-3,5,-3,-3,60,0,25,13,2,2,1,1,22,1,3,-3,3,1,12
4,1,6,7,1,1,1,NA,-3,5,300,40,36,1,16,8,1,2,1,1,32,1,1,2,3,1,12
4,1,6,7,1,1,1,NA,-3,5,259,60,30,1,16,7,2,2,1,1,32,1,1,2,3,1,12
4,1,6,7,1,1,1,NA,-3,5,-3,-3,3,1,16,1,1,1,1,1,21,1,3,2,3,1,12
6,1,4,7,2,1,1,NA,-3,2,-3,-3,46,0,25,11,2,2,1,1,32,1,3,-3,2,3,31
6,1,4,7,2,1,1,NA,-3,2,-3,-3,40,0,25,11,1,2,2,2,51,1,3,-3,2,3,31
5,1,4,6,5,1,1,NA,-3,2,-3,-3,36,0,25,10,1,2,1,1,52,1,3,-3,3,2,21
5,1,4,6,5,1,1,NA,-3,2,135,25,1,0,25,8,2,2,1,1,32,1,1,-3,3,2,21
2,3,2,4,5,3,1,48,2,1,-3,-3,70,-3,-3,14,2,3,1,2,21,3,3,-3,2,3,34
5,2,3,4,2,3,4,1,2,3,18,45,12,1,2,4,1,1,1,1,32,2,1,2,2,3,32
5,2,3,4,2,3,4,1,2,3,7,10,5,1,2,2,2,1,1,1,32,2,1,2,2,3,32
5,2,3,4,2,3,4,1,2,3,-3,-3,-3,1,2,0,2,1,1,1,999,2,3,2,2,3,32
6,4,3,4,1,3,3,27,2,2,-3,-3,49,0,25,12,1,2,1,6,60,4,3,-3,1,1,13
6,4,3,4,1,3,3,27,2,2,-3,-3,50,0,25,11,2,2,1,1,21,4,3,-3,1,1,13
4,3,2,2,2,2,1,NA,-3,1,-3,-3,44,-3,-3,12,1,1,2,2,51,2,3,-3,3,3,33
3,4,2,4,2,3,3,14,2,4,12,40,19,2,2,5,1,4,1,1,32,4,1,2,1,1,13
3,4,2,4,2,3,3,14,2,4,2,40,7,2,2,2,2,1,1,1,21,4,1,2,1,1,13
3,4,2,4,2,3,3,14,2,4,-3,-3,-3,2,2,0,2,1,1,1,999,4,3,2,1,1,13
3,4,2,4,2,3,3,14,2,4,-3,-3,-3,2,2,0,2,1,1,1,999,4,3,2,1,1,13
8,1,4,5,2,1,1,NA,-3,4,50,40,11,2,4,4,1,2,1,1,32,2,1,2,3,3,33
8,1,4,5,2,1,1,NA,-3,4,19,20,10,2,4,3,2,2,1,1,21,2,1,2,3,3,33
8,1,4,5,2,1,1,NA,-3,4,-3,-3,-3,2,4,0,1,1,1,1,999,2,3,2,3,3,33
8,1,4,5,2,1,1,NA,-3,4,-3,-3,-3,2,4,0,2,1,1,1,999,2,3,2,3,3,33
8,1,5,8,2,1,1,NA,-3,4,12,20,18,2,9,5,2,2,1,1,32,2,1,2,2,2,21
8,1,5,8,2,1,1,NA,-3,4,2,38.5,16,2,9,5,1,2,1,1,32,2,1,2,2,2,21
8,1,5,8,2,1,1,NA,-3,4,-3,-3,-3,2,9,0,1,1,1,1,999,2,3,2,2,2,21
8,1,5,8,2,1,1,NA,-3,4,-3,-3,-3,2,9,0,1,1,1,1,999,2,3,2,2,2,21
1,1,3,5,2,1,1,NA,-3,4,359,50,21,2,20,8,1,2,1,1,51,2,1,2,3,3,32
1,1,3,5,2,1,1,NA,-3,4,395,50,26,2,20,7,2,2,1,1,51,2,1,2,3,3,32
1,1,3,5,2,1,1,NA,-3,4,-3,-3,3,2,20,2,1,1,1,1,41,2,3,2,3,3,32
1,1,3,5,2,1,1,NA,-3,4,-3,-3,2,2,20,2,2,1,1,1,32,2,3,2,3,3,32
8,1,4,5,2,1,1,NA,-3,2,304,45,32,0,25,7,2,2,1,1,32,2,1,-3,3,3,32
8,1,4,5,2,1,1,NA,-3,2,336,47,28,0,25,7,1,2,1,1,41,2,1,-3,3,3,32
4,2,3,4,2,1,1,NA,-3,2,205,60,20,0,25,7,1,2,1,1,51,1,1,-3,3,1,11
4,2,3,4,2,1,1,NA,-3,2,205,48,20,0,25,7,2,2,1,1,51,1,1,-3,3,1,11
4,2,3,5,2,6,1,NA,-3,2,-3,-3,51,0,25,11,2,2,1,1,21,2,3,-3,3,1,11
4,2,3,5,2,6,1,NA,-3,2,-3,-3,57,0,25,12,1,2,1,1,21,2,3,-3,3,1,11
8,1,4,5,1,1,1,NA,-3,3,371,40,31,1,18,7,1,2,1,1,32,2,1,2,3,3,34
8,1,4,5,1,1,1,NA,-3,3,10,32,32,1,18,7,2,2,1,1,21,2,1,2,3,3,34
8,1,4,5,1,1,1,NA,-3,3,35,45,3,1,18,1,1,1,1,1,21,2,1,2,3,3,34
2,1,4,5,2,1,1,NA,-3,2,-3,-3,67,1,24,14,2,3,1,1,21,2,3,-3,2,1,11
2,1,4,5,2,1,1,NA,-3,2,5,40,34,1,24,7,2,1,1,1,21,2,1,-3,2,1,11
1,4,4,5,2,2,3,NA,-3,1,147,60,22,-3,-3,7,1,1,1,1,52,4,1,-3,1,1,13
2,2,2,2,1,3,3,1,2,1,100,42,24,-3,-3,6,2,1,2,2,32,2,1,-3,2,2,21
3,4,2,4,1,3,2,7,2,3,-3,-3,49,2,20,10,1,2,1,4,21,4,3,2,1,3,31
3,4,2,4,1,3,2,7,2,3,19,40,16,2,20,5,1,1,4,4,32,4,1,2,1,3,31
3,4,2,4,1,3,2,7,2,3,-3,-3,0,2,20,2,1,1,1,4,32,4,3,2,1,3,31
7,1,4,6,2,1,1,NA,-3,5,222,40,21,3,10,7,1,2,1,1,41,1,1,2,1,3,34
7,1,4,6,2,1,1,NA,-3,5,42,18,21,3,10,6,2,2,1,1,41,1,1,2,1,3,34
7,1,4,6,2,1,1,NA,-3,5,-3,-3,3,3,10,1,1,1,1,1,21,1,3,2,1,3,34
7,1,4,6,2,1,1,NA,-3,5,-3,-3,0,3,10,1,1,1,1,1,21,1,3,2,1,3,34
7,1,4,6,2,1,1,NA,-3,5,-3,-3,-3,3,10,0,2,1,1,1,999,1,3,2,1,3,34
7,2,6,10,2,1,1,NA,-3,5,-3,-3,73,0,25,15,2,2,1,1,21,2,3,-3,3,3,31
7,2,6,10,2,1,1,NA,-3,5,-3,-3,67,0,25,14,1,2,1,1,21,2,3,-3,3,3,31
7,2,6,10,2,1,1,NA,-3,5,494,50,42,1,18,9,2,2,1,1,21,2,1,2,3,3,31
7,2,6,10,2,1,1,NA,-3,5,324,38.5,39,1,18,8,1,2,1,1,21,2,1,2,3,3,31
7,2,6,10,2,1,1,NA,-3,5,12,60,1,1,18,1,1,1,1,1,32,2,1,2,3,3,31
2,3,2,3,3,3,1,24,2,2,-3,-3,51,0,25,11,1,2,1,1,21,3,3,-3,2,1,12
2,3,2,3,3,3,1,24,2,2,-3,-3,48,0,25,10,2,2,1,1,21,3,3,-3,2,1,12
7,1,4,6,2,1,1,NA,-3,4,196,40,18,2,0,5,1,2,1,1,32,1,1,2,3,1,12
7,1,4,6,2,1,1,NA,-3,4,10,40,9,2,0,3,2,2,1,1,51,1,1,2,3,1,12
7,1,4,6,2,1,1,NA,-3,4,-3,-3,-3,2,0,0,1,1,1,1,999,1,3,2,3,1,12
7,1,4,6,2,1,1,NA,-3,4,-3,-3,-3,2,0,0,2,1,1,1,999,1,3,2,3,1,12
6,1,3,6,2,1,1,NA,-3,5,398,52,23,3,15,8,1,2,1,1,51,3,1,2,1,3,34
6,1,3,6,2,1,1,NA,-3,5,-3,-3,28,3,15,7,2,2,1,1,41,3,3,2,1,3,34
6,1,3,6,2,1,1,NA,-3,5,-3,-3,5,3,15,1,2,1,1,1,21,3,3,2,1,3,34
6,1,3,6,2,1,1,NA,-3,5,-3,-3,2,3,15,1,1,1,1,1,21,3,3,2,1,3,34
6,1,3,6,2,1,1,NA,-3,5,-3,-3,0,3,15,1,1,1,1,1,21,3,3,2,1,3,34
3,1,2,2,3,1,1,NA,-3,1,28,30,9,-3,-3,3,2,4,4,4,32,2,1,-3,3,1,12
5,5,3,4,1,3,3,37,2,2,-3,-3,58,0,25,12,1,2,1,1,32,4,3,-3,1,3,33
5,5,3,4,1,3,3,37,2,2,-3,-3,50,0,25,11,2,2,1,1,32,4,3,-3,1,3,33
7,2,4,5,2,1,1,NA,-3,2,215,40,27,1,18,7,1,4,1,1,32,2,1,2,3,1,12
7,2,4,5,2,1,1,NA,-3,2,-3,-3,3,1,18,1,1,1,1,1,21,2,3,2,3,1,12
3,3,6,7,2,3,4,0,2,4,-3,-3,21,2,8,6,2,4,1,1,51,3,3,2,3,2,21
3,3,6,7,2,3,4,0,2,4,16,60,24,2,8,6,1,4,1,1,32,3,1,2,3,2,21
3,3,6,7,2,3,4,0,2,4,-3,-3,-3,2,8,0,2,1,1,1,999,3,3,2,3,2,21
3,3,6,7,2,3,4,0,2,4,-3,-3,-3,2,8,0,2,1,1,1,999,3,3,2,3,2,21
4,1,3,4,5,5,3,NA,-3,2,-3,-3,37,0,25,9,1,2,1,1,32,2,3,-3,3,3,31
4,1,3,4,5,5,3,NA,-3,2,64,22,41,0,25,9,2,2,1,1,21,2,1,-3,3,3,31
8,1,3,3,2,1,1,NA,-3,1,326,40,17,-3,-3,7,2,1,1,1,41,1,1,-3,3,3,31
